"id","name","longitude","latitude","primary_category","alternate_categories","address","locality","postcode","region","country","phones","emails","websites","socials","brand","confidence","version","source_datasets","source_licenses","source_update_times"
"c249a72a-758b-4de4-8ba2-9eb4c5216f75","Waverly Place Dental","-73.9995543","40.73281521","dentist","orthodontist | health_and_medical","123 Waverly Pl","New York","10011-9130","NY","US","+12124600955","123waverlyplacedental@gmail.com","http://www.waverlyplacedental.com/","https://www.facebook.com/154168884622166","Waverly Place Dental","0.9902192950248718","8","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"fbbf2338-201f-455e-be57-dc12fb7383db","Brooklyn City Dental","-73.9862294","40.6985911","dentist","","","Brooklyn","","NY","US","+17183830024","","","https://www.facebook.com/381325649125646","","0.5826959609985352","7","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"bbbef507-86b9-459f-887e-6205fcdeb8d0","Ivy D. Peltz, D.D.S.","-73.99612684","40.73221251","dentist","health_and_medical | medical_service_organizations","11 5th Ave","New York","10003-4342","NY","US","+16317892375","ivypeltzdds@gmail.com","http://ivypeltzdds.com/","https://www.facebook.com/168019663215437","","0.8947710394859314","1","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"5e1321a9-c4a8-44a3-b795-876e92ed7918","Roderick Lucente DMD PC","-73.981988","40.722964","dentist","","254 E 4th St","New York","10009-7522","NY","US","+12127771969","","http://WWW.DOCTORLUCENTE.COM/","https://www.facebook.com/134872329895175","RODERICK LUCENTE, DMD, PC","0.9199122190475464","9","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"b4a26757-d8fc-4b0c-a9e1-5b9435d6a6a9","Milan A. SeGall","-73.99599107","40.73235211","dentist","general_dentistry | health_and_medical","11 5th Ave","New York","10003-4342","NY","US","+12129790020","segalldds@gmail.com","http://milansegalldds.com/","https://www.facebook.com/417935555017080","","0.9199122190475464","8","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"96bc3989-260a-49e5-b18b-b54592aa1906","Dr. Joseph S. Towbin","-73.9940530038561","40.7317331451444","dentist","","30 E 9th St","New York","10003","NY","US","(212) 475-6440","","http://www.greenwichvillagedentistnyc.com","","","0.9199122190475464","4","Foursquare | Overture | Overture-signals","Apache-2.0 | CDLA-Permissive-2.0","2025-07-10T00:00:00.000 | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"a3dfd5d3-5dee-481c-a8ea-e19178452dc5","Ivy D Peltz","-73.99603","40.73239","dentist","","11 5th Ave Ste 6","New York","10003","NY","US","(212) 254-7154","ivypeltzdds@gmail.com","http://ivypeltzdds.com","","","0.9199122190475464","4","Foursquare | Overture | Overture-signals","Apache-2.0 | CDLA-Permissive-2.0","2025-10-18T00:00:00.000 | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"dbe9e815-db4d-4d8f-81e9-9a31b00e0682","Remsen Street Dental","-73.994281","40.693744","dentist","health_and_medical | transportation","110 Remsen St","Brooklyn","11201-4215","NY","US","+17185963300","katiehickeydds@gmail.com","https://remsen-street-dental.lifebooker.com/","https://www.facebook.com/435144693211910","","0.9199122190475464","6","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"a5a49fe1-d554-4bd8-9f4c-6e43e5cb42a4","Manhattan Family Orthodontics","-73.995834","40.732596","dentist","","11 5th Ave","New York","10003","NY","US","(212) 207-8028","","https://manhattanfamilyorthodontics.com","","","0.9902192950248718","4","Foursquare | Overture | Overture-signals","Apache-2.0 | CDLA-Permissive-2.0","2025-12-18T00:00:00.000 | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"e0a47c9d-e732-4845-8d7a-8124be87c4ed","Kate Brayman DDS","-73.9963219684093","40.7328044330724","dentist","","8285 Jericho Turnpike","Woodbury","11797","NY","US","(516) 340-6012","dental@cosmeticdentistryny.com","https://www.katebraymandds.com","https://www.twitter.com/katebraymandds | https://www.facebook.com/157790410958891 | https://www.instagram.com/kate.brayman.dds","","0.77","5","Foursquare | Overture","Apache-2.0 | CDLA-Permissive-2.0","2022-01-19T00:00:00.000 | 2026-06-11T11:57:15Z"
"2fb9fe5f-8fbd-4a1b-be4d-20593c3238c1","Endodontic Associates","-73.9917976659266","40.6943659643763","dentist","","185 Montague St","Brooklyn","11201","NY","US","","","http://www.endodonticassociateshp.com","https://www.facebook.com/167993869883938","","0.77","5","Foursquare | Overture","Apache-2.0 | CDLA-Permissive-2.0","2025-03-31T00:00:00.000 | 2026-06-11T11:57:15Z"
"a5976f01-c6fb-4343-a295-dad463a0c073","Brooklyn Heights Dental","-73.9917976659266","40.6943659643763","dentist","","189 Montague St","Brooklyn","11201","NY","US","(718) 857-6639","","http://www.brooklynheightsdental.com","","","0.77","5","Foursquare | Overture","Apache-2.0 | CDLA-Permissive-2.0","2025-05-01T00:00:00.000 | 2026-06-11T11:57:15Z"
"9c1c7c70-1ae3-4109-8340-e8cc517b7d1f","Dr. Viviane Trinh DMD","-73.9961709","40.7328335","dentist","health_and_medical","20 5th Ave Ste 1C","New York","10011","NY","US","2125050295","","http://www.cosmeticdentistryny.com/","","","0.85","8","Microsoft | Overture","CDLA-Permissive-2.0","2023-12-23T15:10:40.217Z | 2026-06-11T11:57:15Z"
"30292c85-8499-4de6-a84a-f61964bd8a37","Dr Goldberger","-73.9918391293645","40.6943109212974","dentist","","185 Montague St","Brooklyn","11201","NY","US","(718) 625-4441","","https://www.endodonticassociateshp.com","","","0.9199122190475464","4","Foursquare | Overture | Overture-signals","Apache-2.0 | CDLA-Permissive-2.0","2023-11-14T00:00:00.000 | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"3edde1ff-0aba-463a-93e7-4d9e30c51de6","Dental Practicum","-73.99187416","40.69426373","dentist","health_and_medical | oral_surgeon","185 Montague St","New York","11201-3600","NY","US","+17185300388","","","https://www.facebook.com/132372867430253","","0.6950312852859497","2","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"817030a7-f3e9-4899-8ca9-a6f8072e447b","Cosmetic Dentistry NY- Dr. Viviane Trinh - Dentist","-73.9961568","40.73287855","dentist","general_dentistry","20 5th Ave","New York","10011-8831","NY","US","+12125050295","dental@cosmeticdentistryny.com","http://www.cosmeticdentistryny.com/","https://www.facebook.com/1200832660076000","Cosmetic Dentistry NY- Dr. Viviane Trinh - Dentist","0.8548282384872437","2","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"889956ad-52eb-491c-8b84-650e149cdf7f","Matthew L. Bellafiore","-73.99188087","40.69424108","dentist","cosmetic_dentist | general_dentistry","185 Montague St","New York","11201-3600","NY","US","+17188759424","info@bellafioredds.com","http://www.bellafioredds.com/","https://www.facebook.com/263274023684115","Bellafiore Matthew DDS Pc","0.9199122190475464","8","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"a76d7a3a-1aba-441c-bc11-8aa5e7951851","Michael T. Rodgers, DMD","-73.9911074992846","40.7312195951369","dentist","","70 E 10th St","New York","10003","NY","US","(212) 473-3344","michaeltrogersdmd@gmail.com","https://michaelrogers.com","https://www.facebook.com/112002762540450","","0.77","5","Foursquare | Overture","Apache-2.0 | CDLA-Permissive-2.0","2025-03-05T00:00:00.000 | 2026-06-11T11:57:15Z"
"744c9592-4a55-4e21-96cc-2b8b50d1ab83","West Village Dental Studio","-74.00637625","40.73450845","dentist","general_dentistry | cosmetic_dentist","535 Hudson St","New York","10014-3228","NY","US","+16468526890","","http://www.westvillagedentalstudio.com/","https://www.facebook.com/407402112925805","","0.9902192950248718","9","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"c34d421e-4646-458a-9b29-aed6d63fb126","Dr Christina Constantin","-73.9962517259333","40.7332378990384","dentist","","24 5th Ave","New York","10011","NY","US","(212) 533-5332","drconstantindds@yahoo.com","http://drconstantindds.com","","","0.9199122190475464","4","Foursquare | Overture | Overture-signals","Apache-2.0 | CDLA-Permissive-2.0","2025-03-05T00:00:00.000 | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"a3668da3-f256-47e4-8f46-f3274aadf4f6","Dr. Neal K. Fujishige, DDS","-73.9962974661667","40.7332906031081","dentist","","24 5th Ave Lbby 3","New York","10011","NY","US","(212) 989-5253","","http://www.yournewyorkdentists.com","","","0.77","5","Foursquare | Overture","Apache-2.0 | CDLA-Permissive-2.0","2026-01-07T00:00:00.000 | 2026-06-11T11:57:15Z"
"4b9b931d-83ff-4fe5-8ebb-135780bb008c","East Village Dental Center","-73.98016746","40.72249882","dentist","general_dentistry","55 Avenue C","New York","10009-6812","NY","US","+16823829614","info@eastvillagedentalcenter.com","http://eastvillagedentalcenter.com/","https://www.facebook.com/122179998406950","","0.9902192950248718","8","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"7a795dd7-b964-4fef-8fdb-8aa9896b9e00","Brooklyn Sedation Dental Center","-73.9935281","40.6929076","dentist","health_and_medical","142 Joralemon Street, 6A","Brooklyn","11201","NY","US","3476502706","","https://brooklynsedationdentists.com/","","","0.85","7","Microsoft | Overture","CDLA-Permissive-2.0","2025-08-22T14:40:48.153Z | 2026-06-11T11:57:15Z"
"d7b5a2b3-e083-41ca-89ca-406d29b09839","Rossinski & Krayniy, Dentists","-73.9958274364471","40.7334539730616","dentist","","30 5th Ave Apt 1G","New York","10011","NY","US","(212) 673-3700","","http://rossinski.com","","","0.9199122190475464","4","Foursquare | Overture | Overture-signals","Apache-2.0 | CDLA-Permissive-2.0","2026-03-19T00:00:00.000 | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"ceb22ec9-5f67-4723-a345-53132daf11f9","Dr. Rossinski Dental Health","-73.99568724","40.73346592","dentist","general_dentistry | cosmetic_dentist","30 5th Ave","New York","10011-8803","NY","US","+12126733700","inform@rossinski.com","https://www.zocdoc.com/practice/dr-rossinski-dental-health-49804?lock=true&isNewPatient=false&referrerType=widget","https://www.facebook.com/1814718775414020","","0.9902192950248718","9","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"7261912b-2d46-4d3a-8b51-4fe281ec8dfb","City Tech Dental Hygiene Clinic","-73.9876519678349","40.6954488571275","dentist","","300 Jay st","New York","11201","NY","US","(718) 260-5000","","http://www.citytech.cuny.edu","https://www.facebook.com/207904549276048","","0.77","6","Foursquare | Overture","Apache-2.0 | CDLA-Permissive-2.0","2025-10-21T00:00:00.000 | 2026-06-11T11:57:15Z"
"949e3109-540a-4382-8dfa-4ea7123b41e2","Dental hygiene","-73.98737","40.69551","dentist","hospital","300 Jay St","New York","11201-1909","NY","US","+19176531331","","http://www.citytech.cuny.edu","https://www.facebook.com/1560882124191117","","0.7090710401535034","2","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"4a83c538-6ab2-419b-b226-5b7b49fad579","Shalman Dentistry","-73.99750073","40.73418272","dentist","general_dentistry","44 W 10th St","New York","10011-8718","NY","US","+12126581093","smile@shalmandentistry.com","http://www.shalmandentistry.com/","https://www.facebook.com/78389641397","","0.9902192950248718","7","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"7f2d099f-e456-4cf9-bfd8-fa4c2a18d62d","Allure Dental Specialists","-73.994871","40.733606","dentist","periodontist | health_and_medical","39 5th Ave","New York","10003-4339","NY","US","+16463717125","info@alluredds.com","http://www.alluredds.com/","https://www.facebook.com/530886680359434","","0.9396506547927856","8","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"050048f0-c7e3-483d-8e77-8e4d1d726bcc","Gramercy Dental Studio","-73.99512602","40.73370779","dentist","general_dentistry | cosmetic_dentist","39 5th Ave","New York","10003-4339","NY","US","+12129246890","frontdesk@gramercydentalstudio.com","https://www.gramercydentalstudio.com/","https://www.facebook.com/261111527758800","","0.9899156093597412","10","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"cbf68c7d-7e4e-49d5-ab18-e9c7d4f36743","Pediatric Dentistry of Brooklyn","-73.99121968084","40.6929797659452","dentist","","32 Court St","Brooklyn","11201","NY","US","(718) 624-5437","","http://pdofbrooklyn.com","","","0.9199122190475464","4","Foursquare | Overture | Overture-signals","Apache-2.0 | CDLA-Permissive-2.0","2025-07-24T00:00:00.000 | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"6b36c9e1-2eac-4ac9-a847-705ef122bf95","Jersey City Dental Spa","-74.03568005","40.71632421","dentist","general_dentistry | cosmetic_dentist","31 Montgomery St","Jersey City","07302-3869","NJ","US","+12014511600","jcdentalspa@gmail.com","http://www.dentalnspa.com/","https://www.facebook.com/191738001944","Jersey City Dental Spa","0.9902192950248718","8","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"520ee1dc-e71d-4117-833d-c7138b2dfb89","Frantz Backer, DDS","-73.9911325227413","40.6929821292183","dentist","","32 Court Street, Suite 500","Brooklyn","11201","NY","US","(718) 313-0258","adnyqueens@gmail.com","https://www.advanceddentistryofny.com","https://www.facebook.com/632436453509292","","0.77","5","Foursquare | Overture","Apache-2.0 | CDLA-Permissive-2.0","2021-05-02T00:00:00.000 | 2026-06-11T11:57:15Z"
"05f803b6-3023-4ae9-b67a-45cf0b6affb3","Dr Klein & Dr Rubinstein","-73.9910453646397","40.6929844924258","dentist","","32 Court St","Brooklyn","11201","NY","US","(718) 636-0435","","http://brooklynheightscosmeticdentistry.com","","","0.77","5","Foursquare | Overture","Apache-2.0 | CDLA-Permissive-2.0","2025-03-04T00:00:00.000 | 2026-06-11T11:57:15Z"
"93622767-3fd8-4e5b-9f1e-83951c8547ad","Klein & Rubinstein","-73.99097048","40.69291714","dentist","general_dentistry | doctor","32 Court St","New York","11201-4403","NY","US","+17186360435","kleinandrubinstein@verizon.net","http://brooklynheightscosmeticdentistry.com/","https://www.facebook.com/1551890535066998","Drs. Klein and Rubinstein","0.8587858080863953","9","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"aca66a2f-314d-4b69-9d9f-84cd893e7ca4","Jeff C. Strachan","-73.99097796","40.69291032","dentist","general_dentistry | doctor","32 Court St","Brooklyn","11201-4403","NY","US","+17187830504","info@courtdds.com","http://www.strachandds.com/","https://www.facebook.com/1651818125051178","Jeff Strachan DDS","0.9363130927085876","3","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"242cff2a-0dc3-40fb-a4ca-b2ee45e59671","Zev Tendler DDS","-73.990931","40.692887","dentist","","32 Court St","Brooklyn","11201","NY","US","(718) 624-5437","","https://pdofbrooklyn.com","","","0.77","5","Foursquare | Overture","Apache-2.0 | CDLA-Permissive-2.0","2026-02-18T00:00:00.000 | 2026-06-11T11:57:15Z"
"927d08cf-d5ac-4bff-bf4f-d41e8e648d8a","Clinton Street Dental","-73.99348831","40.6918715","dentist","general_dentistry | cosmetic_dentist","139 Clinton St","New York","11201-4694","NY","US","+17186256437","","https://www.clintonstreetdental.com/","https://www.facebook.com/112427444417288","","0.9722161889076233","9","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"b35cf651-939e-43b2-932b-4ac2238a263e","Court Street Dental","-73.9908072","40.6928748","dentist","corporate_office | health_and_medical | private_establishments_and_corporates","32 Ct St Ste 507","Brooklyn","11201","NY","US","7187830504","","http://www.courtstreetdental.com/","","","0.9704910516738892","6","Microsoft | Overture","CDLA-Permissive-2.0","2025-05-19T17:23:11.587Z | 2026-06-11T11:57:15Z"
"73f8c024-f62d-4768-94b2-0f263c4407b4","Montgomery Greene Dental","-74.0360724","40.71653253","dentist","general_dentistry | health_and_medical","39 Montgomery St","Jersey City","07302-3803","NJ","US","+12012040737","info@jcsmile.com","http://www.Jcsmile.com/","https://www.facebook.com/185575628449","Montgomery Greene Dental","0.9902192950248718","9","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"e9122220-fd7f-42d3-a9fa-193c5e709b4d","Dr. Deleonibus","-73.9933105643302","40.6917907880687","dentist","","139 Clinton St","Brooklyn","11201","NY","US","","","http://www.drhaberoralsurgery.com","https://www.facebook.com/122505687807595","","0.9199122190475464","4","Foursquare | Overture | Overture-signals","Apache-2.0 | CDLA-Permissive-2.0","2024-07-30T00:00:00.000 | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"102466c6-a849-49b0-9b95-1da2e0c48a3f","Astor Smile Dental","-73.99707427","40.7350104","dentist","general_dentistry | cosmetic_dentist","53 W 11th St","New York","10011-8600","NY","US","+12122540800","astorsmiledental@gmail.com","http://astorsmiledental.com/","https://www.facebook.com/364010450410742","Astor Smile Dental","0.9902192950248718","8","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"fbce0c50-d439-4dfe-bee5-1d08283b8b82","East Coast Family Dentistry","-74.03661239","40.7137712","dentist","general_dentistry","64 Morris St","Jersey City","07302-4516","NJ","US","+12013324699","admin@eastcoastdentistry.com","https://www.myjerseycitydentist.com/","https://www.facebook.com/213710755317207","East Coast Family Dentistry","0.9199122190475464","9","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"9fef1e41-1e3e-4fb5-a63f-4b220b30648e","Dr Eunjung Jo - DDS - Dentist","-73.9971090621225","40.7350487904608","dentist","","191 3rd Ave","New York","10003","NY","US","(212) 254-0800","info@astorsmiledental.com","http://www.astorsmiledental.com/contact-us","","","0.77","5","Foursquare | Overture","Apache-2.0 | CDLA-Permissive-2.0","2025-10-17T00:00:00.000 | 2026-06-11T11:57:15Z"
"dee5390b-9773-4173-8412-37739812960d","Emergency Dentist NYC","-73.98962476","40.73250382","dentist","general_dentistry | cosmetic_dentist","100 E 12th St","New York","10003-5375","NY","US","+16463368478","emergencydentistnyc212@gmail.com","http://www.EmergencyDentistNYC.com/","https://www.facebook.com/404821492885948","Emergency Dentist NYC","0.9902192950248718","8","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"3eece269-c037-45ea-861a-1ccded12cd47","Village Medical Dental Clinic","-73.9903144","40.73300936","dentist","general_dentistry","77 E 12th St","New York","10003-5002","NY","US","+12122541332","info@villagedentalnyc.com","http://www.villagedentalnyc.com/","https://www.facebook.com/463690536994513","Village Dental","0.9977031552791595","8","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"60d69eec-47f7-4d24-94ed-8596015e5587","Michael Chang, DDS","-73.9861642676064","40.7309758002193","dentist","","184 2nd Ave","New York","10003","NY","US","(212) 460-8266","","http://www.drmichaelchang.com","","","0.77","6","Foursquare | Overture","Apache-2.0 | CDLA-Permissive-2.0","2025-12-16T00:00:00.000 | 2026-06-11T11:57:15Z"
"61644e9c-5f79-48cd-84f2-cd061854a060","Full Service Dental Lab","-73.9903788525903","40.6923474550283","dentist","","","New York","","NY","US","+13476376718","atlanticdental81@gmail.com","http://www.atlanticdentalnyc.com/","https://www.facebook.com/181663372714741","Atlantic Dental Smile","0.58254075050354","7","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"c72a7c05-1811-4571-9a53-5b9b25ad0a4c","Aimee Kraft, DDS","-73.99281519","40.69135121","dentist","general_dentistry | cosmetic_dentist","21 Schermerhorn St","Brooklyn","11201-4802","NY","US","+17186256629","info@aimeekraft.dentist","http://www.dentistryinbrooklynheights.com/","https://www.facebook.com/354209521676988","Aimee Kraft, DDS","0.9199122190475464","8","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"f0802e24-6d75-42fc-af43-bab08dd80e1c","Lavaan Dental Spa","-73.99788678","40.73568581","dentist","general_dentistry | medical_spa","474 Avenue of the Americas","New York","10011-8414","NY","US","+12128371833","info@lavaansmile.com","http://www.lavaansmile.com","https://www.facebook.com/332589690093906","","0.9925935113430023","9","meta | Overture","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z"
"2edaa6ce-c530-4554-8976-e71a103e60fb","LAVAAN","-73.9977037291234","40.7357339566036","dentist","","474 Avenue of the Americas","New York","10011","NY","US","(212) 837-1833","","http://lavaansmile.com/","https://www.twitter.com/lavaansmile | https://www.facebook.com/332589690093906","","0.77","5","Foursquare | Overture","Apache-2.0 | CDLA-Permissive-2.0","2026-04-02T00:00:00.000 | 2026-06-11T11:57:15Z"
"07cf54cf-0bf4-4966-8752-bd897dca0ee9","Sol D. Haber, DDS","-73.9916875961012","40.6915652301297","dentist","","139 Clinton St","Brooklyn","11201","NY","US","(718) 855-6700","","https://www.drhaberoralsurgery.com","","","0.77","5","Foursquare | Overture","Apache-2.0 | CDLA-Permissive-2.0","2025-06-06T00:00:00.000 | 2026-06-11T11:57:15Z"
"b7c4707e-9905-4b29-b4d2-bccafec60d53","Keith Bracy DDS Dentistry","-73.99831504","40.73607005","dentist","general_dentistry | doctor","100 W 12th St","New York","10011-7626","NY","US","+12123908399","appointments@drbracy.com","https://www.drbracy.com/","https://www.facebook.com/1387903908177701","Keith Bracy DDS Dentistry","0.9902192950248718","9","meta | Overture | Overture-signals","CDLA-Permissive-2.0","2026-04-27T00:00:00.000Z | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"2d5e15c0-84ae-4b7e-a7d2-d5147e340686","Siegal John DDS","-73.9964366599173","40.7357143966076","dentist","","49 W 12th St","New York","10011","NY","US","(212) 627-2929","","http://www.johnsiegaldds.com","","","0.9902192950248718","4","Foursquare | Overture | Overture-signals","Apache-2.0 | CDLA-Permissive-2.0","2026-03-25T00:00:00.000 | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"7972608a-48ab-4868-bcbb-fe48af989b87","Doctors Network","-73.9870902249686","40.6933612511215","dentist","","1 MetroTech Center, Suite 1001","Brooklyn","11201","NY","US","(866) 800-3168","info@doctorsnetwork.com","https://www.doctorsnetwork.com","","","0.9199122190475464","4","Foursquare | Overture | Overture-signals","Apache-2.0 | CDLA-Permissive-2.0","2025-04-10T00:00:00.000 | 2026-06-11T11:57:15Z | 2026-05-12T00:29:08Z | 2026-05-18T13:23:54Z | 2026-05-25T13:08:59Z | 2026-06-01T13:20:32Z | 2026-06-08T13:20:12Z"
"e9978b2a-8b0d-4a74-ab4c-827b99f94225","Marin-Rojas DDS","-73.9918494543204","40.7345440625591","dentist","","39 E 13th St","New York","10003","NY","US","(212) 243-3742","","http://www.unionsquaresmiles.com","","","0.77","5","Foursquare | Overture","Apache-2.0 | CDLA-Permissive-2.0","2025-07-09T00:00:00.000 | 2026-06-11T11:57:15Z"
